id,name,state,city,lat,lon
4717703993,Lemongrass,WA,,-33.0803634,115.8947443
11815806676,Vines,VIC,,-37.2845208,142.9277973
13580025133,SAM I AM Cafe,SA,,-35.2184325,138.5434795
318855118,Brew 'n' Bun,ACT,,-35.3243225,149.1729458
5773236606,Kelz,QLD,,-25.2826126,152.9023914
5110562425,Funky Pies,NSW,,-33.8883737,151.2711966
12663868789,Sandys Grooming Tails & K9 Café,NSW,,-36.2358507,149.1236547
11817775920,The Coffee Club,WA,,-32.2893681,115.7464288
5824861173,Flora Juice,VIC,,-37.7851218,144.833251
5721704524,Charlie Lovett Cafe,NSW,,-33.9610682,151.0654588
6510995414,Nosh Deli Cafe,VIC,,-36.5645285,146.7280225
13576115644,H2O Cafe,TAS,,-41.4395418,147.1368125
10580342049,Centro,NSW,,-33.8208839,151.150459
1909569729,Strand Espresso,NSW,,-33.8694312,151.2076346
1882149157,Cibi Cafe (Dine In),VIC,,-37.7970912,144.9858952
9688956917,Little Barista Expresso Bar,QLD,,-27.956252,153.4008069
13565935576,Sweet Little Cafe,ACT,,-35.3280024,149.1424942
10588123479,The Rail Cafe,NSW,,-33.598229,150.7527542
13747303772,Cafe Kogarah,NSW,,-33.9626711,151.1326908
11743216640,Coffee Central,TAS,,-41.3230905,148.2490714
5404621102,Boschetto Café,NSW,,-33.9516501,151.138401
6741639603,The Other Brother,VIC,,-37.8217377,144.9442624
2270171410,Diors Cafe & Bar,VIC,,-37.82901,144.960725
6680787313,Saluministi,VIC,,-37.8204154,144.9411899
4936507024,Central Cafe,WA,,-31.9194524,115.8670928
9482862168,Queen Street Cafe,NSW,,-30.379964,150.6104322
13566178864,Chill Beach Cafe,QLD,,-16.7682164,145.6772623
12730181655,Ampol Morgan,SA,,-34.0341094,139.6679345
1601836284,Ridgee Didge Cafe,QLD,,-23.5524063,145.2861491
5892641545,Harry's,NSW,,-33.888461,151.278251
6356031541,Caffe Cherry Beans,NSW,,-33.7688286,151.0278984
6863245402,Frankie’s Beans,NSW,,-33.875823,151.222487
4719443689,Parco,SA,,-34.9342979,138.6121906
2370352852,Unnamed cafe 2370352852,SA,,-34.9254683,138.5945671
4338266002,Parami,NSW,,-33.8779626,151.2106215
9097364887,Rarebits on Burrowes,WA,,-33.3368975,116.7424766
6484951723,Buena Vista Coffee Boat,SA,,-34.9363814,139.2968189
9421682780,The BoW Project - Cafe & Eatery,NSW,,-33.2534141,149.1008864
6418834779,Black Gold,VIC,,-37.8232072,144.9938877
1792724224,Unnamed cafe 1792724224,QLD,,-26.5412314,151.8367448
12086272385,Portafilter,NSW,,-33.868845,151.2093491
3144618370,Grumpy Sailor,WA,,-32.0546657,115.7470233
12462986506,The Meeniyan Store,VIC,,-38.5778244,146.0135901
12894226272,Close Collective Cafe,VIC,,-36.1231992,146.8884723
6420735556,Unnamed cafe 6420735556,VIC,,-37.743779,144.8912362
652210873,Stringers Cafe,VIC,,-38.3386865,144.741266
8395750989,Teale Cafe,NSW,,-32.7508876,151.5900291
1711225010,Pilliga Pottery - Blue Wren Cafe,NSW,,-31.0440153,149.3182242
13439549999,Mabu Mayi Cafe,WA,,-17.9607345,122.2147129
8295429217,Eat in the bay cafe,QLD,,-25.283575,152.8761613
2659849589,café 23,WA,,-31.7527417,115.7724564
13204106409,Laurent,VIC,,-37.819598,145.0357744
10915608805,Flagship,QLD,,-26.7459369,153.1154004
5695786107,Popp Eyes,VIC,,-38.1128929,145.2835982
12259614705,Puzzle Coffee,VIC,,-37.810342,144.9633882
7991453294,Meet Me @ Ed’s,VIC,,-37.7679078,145.0231318
3797233975,Gallery Art Spaces,TAS,,-42.5078459,147.9124099
5828844166,Village Green Cafe,NSW,,-33.8970697,151.1287299
489538176,Cafe Injoy,ACT,,-35.1906528,149.0833128
10832895366,Astro Cafe,VIC,,-37.7430572,144.9660074
12865666432,The Shed,NSW,,-33.7054866,150.8755726
9110868608,Laurent,VIC,,-37.7686373,145.0423582
9908670355,Indulge Coffee & Cakes,VIC,,-37.4115716,144.9782914
2430996464,Lola,VIC,,-37.8067865,144.8917421
13228593876,Phoenix Sweets,SA,,-34.9506626,138.5998544
9319698837,Cafe Caribou,QLD,,-28.1434252,153.4947744
8444641132,Boost Juice,SA,,-34.9376329,138.5394771
10253960717,Oliver Brown Belgian Chocolate Cafe,NSW,,-33.7056268,150.9113577
4265330843,Ken's Kissa,NSW,,-33.8303423,151.2186881
7092641910,The Vintage Apron,QLD,,-27.5240662,153.1951644
12841057275,Jester's,WA,,-31.6898934,115.7156731
6411183273,BodyFuel Cafe,NSW,,-33.4262237,151.3425326
9354583181,Monsieur Pierre,VIC,,-37.2467735,144.4534818
4481010089,Teppanyaki Time,QLD,,-27.4781885,153.029356
10603070213,The CNR,VIC,,-37.9920566,145.041811
4419715392,Watermans Cafe,NSW,,-31.4576854,152.7320527
3023996333,Gloria Jean's,NSW,,-33.862104,151.087933
7557948615,Boost Juice,VIC,,-37.750732,144.7759355
1707845959,Down to a Tea Teahouse,QLD,,-27.4535834,152.6523176
10991168607,Planted Coffee House,SA,,-35.5471319,138.6254518
9348034158,Wicked Cafe,VIC,,-37.9009483,145.1312993
8329454354,A Yogurt Cow,NSW,,-33.9019006,151.2134365
4050186901,Creperie Cafe,QLD,,-25.5378132,152.6980157
6027088013,Shop 3 Coffee,NSW,,-33.4271067,151.342183
1918026926,Frankie & Co Cafe,VIC,,-38.0196599,145.3089075
13365711536,The Hive on Hudson,QLD,,-27.4314249,153.0414442
3610730522,Cafe 55,SA,,-34.9232861,138.5992847
1055738513,Café Luca,VIC,,-37.838791,144.989225
11173107408,Frankies,VIC,,-37.8081535,144.9613347
5585653221,The Bridge Coffee Lounge,NSW,,-29.7741978,151.1107095
2353021227,Hard Loch Cafe,VIC,,-38.3684847,145.7074657
1519399785,West Beach Surf Life Saving Club,SA,,-34.9461507,138.5013126
12208346804,Altius,VIC,,-36.7614869,144.2724135
6001670437,Gourmet Pizza Pasta Cafe,NSW,,-33.9160932,151.2405858
3291840662,Hugo's Express,VIC,,-37.8178619,144.9548526
8721431087,Warakirri by Indigiearth,NSW,,-32.6145853,149.6016534
4917949643,Tutti Frutti,WA,,-31.9370388,115.8413704
11050154127,Have It Franks Way,NSW,,-33.4190064,151.3506439
6690853151,2 Blondes Cafe,NSW,,-33.6990273,150.5658256
12088464104,Mizusawa Tea Shop,QLD,,-27.5707282,153.0620373
8440034232,Albert & Co,VIC,,-37.8815224,147.9803928
4115617189,The Coffee Club,QLD,,-23.3748664,150.5116037
387945680,Canopy Cafe,NSW,,-30.3634926,152.7290279
13159144037,La Patisserie,WA,,-31.9720726,115.8526207
9448745744,West Brew Coffee,NSW,,-28.1950875,153.5054765
5785384342,Presto Eatery,SA,,-37.8286723,140.7818772
13289649081,Kowloon Cafe 866,VIC,,-37.8287805,145.1212377
848692720,Surf Break,VIC,,-38.3281779,144.3167054
2787201117,McCafé,NSW,,-33.9177853,150.9121737
615132973,Ladybird Café,VIC,,-37.7991717,144.9875019
11848698222,Studio Surf,SA,,-35.2493405,136.9698919
13673523304,The North Spoon,NSW,,-33.8429818,151.2050655
8261144498,Hey Juice,NSW,,-33.793481,151.1342322
2666771421,Bert's Cafe,TAS,,-39.91784,144.1179014
4050179280,Foundry Artisan Coffee,QLD,,-25.5374812,152.6972822
2319103089,Boosey Creek Cafe,VIC,,-36.0787679,145.6892549
11017428877,Technology Office Park Cafe,QLD,,-27.5772654,153.0979949
12240279866,Eating Station,VIC,,-37.7804413,144.7542066
6760886545,Pie Face,NSW,,-34.4384183,150.8596129
20979692,Unnamed cafe 20979692,NSW,,-33.8903181,151.2430701
4507526103,The Ritz Cafe,NSW,,-32.9348291,151.7259009
11142492435,Tattooed Sailor Coffee Roasters,QLD,,-16.9389731,145.7518501
5748633847,The Rusty Rabbit,NSW,,-33.8787799,151.2184716
9761435788,The Alchemist's Kitchen,SA,,-35.0174002,138.5151828
12117849339,A.P Place,NSW,,-33.8677764,151.2061174
1245171009,Bean Inspired,QLD,,-27.4232693,153.0338119
13814342101,City Saints,VIC,,-37.8060349,144.9867227
10201520829,D Point Ten,QLD,,-27.957413,153.4092698
1167607535,Recess,NSW,,-33.8812668,151.2163971
4326548062,Korner Cafe & Takeaway,VIC,,-37.989229,145.104403
12995318050,Straddie Eats Home Beach,QLD,,-27.4271914,153.5226473
2352242290,Mareesa's Cafe,VIC,,-37.9088497,145.3549128
1009950327,Dôme,WA,,-31.7818257,115.9666906
11290533214,Au79,VIC,,-37.8259255,144.9596887
4687830285,Barn Hill Station Shop and Reception,WA,,-18.3666101,122.0383149
9073393586,Leveriero Italiano,VIC,,-37.7575668,145.0616077
12070923454,Gawler Heritage Cafe,SA,,-34.608273,138.739957
10220678271,Rafiki,QLD,,-28.0412686,153.4369314
6579425040,Hargrave Cafe,NSW,,-34.2289003,150.9834461
1218224072,Luup,VIC,,-38.2196256,145.0613785
2139757149,Gloria Jean's,NSW,,-33.9538671,151.0335614
11045887265,Coffee Bug Express,QLD,,-27.9596446,153.3817485
9653127497,Merlo,QLD,,-27.4942175,153.0571491
10299448949,Harvest Cafe Grab & Go,WA,,-31.6335704,117.7208525
6457257748,Sawasdee Thai Orchid,VIC,,-34.1838586,142.1621673
11474812185,Cafe Peppercorn,VIC,,-36.2512491,142.3947317
1192208220,Desmond & Molly Jones,QLD,,-27.485739,153.0295594
13754201588,Chatime,NSW,,-33.8729212,151.0941352
12429481309,Caffe Cherry Beans,NSW,,-33.9367092,150.8454817
3886063383,Enrik's,VIC,,-37.819613,145.1496986
12472789235,Stateline Melbourne,VIC,,-37.7678591,144.8638638
13707407592,Roxy's Kitchen,VIC,,-37.7530792,145.6964666
10703252405,Port of Call,VIC,,-38.6192339,142.9957653
10594156460,Unnamed cafe 10594156460,WA,,-32.0412969,115.738932
6346397793,The Wine Barrel,QLD,,-28.0788721,153.3645976
5065615750,Code Black Coffee,VIC,,-37.8042375,144.9536691
497587534,La Tazzina,NSW,,-33.8327564,151.2068873
9760635821,Jones Street Kitchen,QLD,,-26.7652218,152.9621434
2375805184,LivEat,TAS,,-42.8947734,147.3278574
10003808600,Stonebridge Gardens,QLD,,-26.701032,152.946227
9231714099,Imperfect Nutritionist,NSW,,-33.7378404,151.3027387
2814671553,McCafé,NSW,,-33.8567716,150.8974794
7096924339,The Jolly Miller Cafe,VIC,,-37.8674042,144.7434749
4809365621,Coffee Geek Brewers,VIC,,-37.8389948,144.9906419
4929656494,Unnamed cafe 4929656494,NSW,,-33.0698338,151.5899995
3949874110,Sazon Espresso,SA,,-35.0672957,138.8586762
9910490307,Salt Lane Cafe,QLD,,-20.0760337,146.2574494
2449328284,ABC Cheese Factory,NSW,,-36.3111717,150.0749315
1198026262,Cali Press,NSW,,-33.8908835,151.2731428
11135663739,Quists Coffee,VIC,,-37.8138348,144.968048
13456175638,Dr. Brunch,VIC,,-37.8229529,145.0367618
12207959597,Sharetea,WA,,-31.9523979,115.8576911
4544636889,Oliver Brown,NSW,,-33.9186242,150.9247483
835996429,Max's Café,VIC,,-37.8042401,144.9772845
4847637854,Be The Duck,VIC,,-37.8163899,145.0090352
7024603322,JJ Hub Cafe,SA,,-34.7617477,138.6455972
458702508,Jardin Tan,VIC,,-37.8296276,144.9757359
1963262433,Cafe Piccolo,NSW,,-33.8995288,151.1840264
6024578185,Honten Sushi,QLD,,-27.4660189,153.0279489
2830782782,Bruthen Heritage Tearooms and Coffee Shop,VIC,,-37.7086906,147.8343701
4331958057,Twisted Sista,NSW,,-28.6425518,153.6131558
13506381251,Arnold's Cafe,QLD,,-23.3075384,150.5161755
13354681122,Frenchs Forest Hardware Cafe,NSW,,-33.7530385,151.2442583
2003254960,Unnamed cafe 2003254960,TAS,,-43.1455797,147.8503934
10659995105,Merchant & Maker,WA,,-33.6153725,115.1070115
13377462022,Nadia's Café,NSW,,-33.7512875,150.6925669
3873824336,The Long Room,NSW,,-32.4035353,151.7570332
9421515660,Pipeworks,NSW,,-31.4282421,152.8971273
7069271802,Vincent the Dog,VIC,,-37.7977605,144.9691421
9133683617,My Goodness Treats,VIC,,-37.7469372,144.9208871
5778191357,Molly's & Me,NSW,,-30.2852129,153.1273076
5337890636,Temaki Bar,NSW,,-33.8911258,151.2456571
6338722626,Bake Bar,NSW,,-33.9079149,151.248488
6356421441,The Grandstand Cafe,NSW,,-34.778797,150.6939724
7619498519,Low Head Pilot Station Cafe,TAS,,-41.0645306,146.7954171
5500726079,Pantry 29,NSW,,-28.686319,153.5243968
7138923099,Victory Cafe,NSW,,-33.6360387,150.2857389
1736838308,The Bitton Room,NSW,,-33.900377,151.1904515
7149548678,Mr Pom,VIC,,-36.7287961,146.9619473
2327083617,Raymond Cafe,VIC,,-38.1070567,147.065681
5540484825,Jamaica Blue,WA,,-32.1306475,115.8575017
12325490292,Boodle Beasley,TAS,,-42.8740402,147.3166433
2820181491,Appleseed Cafe,SA,,-35.2553258,138.8931091
4704957489,Shark Bay Cafe,WA,,-25.9280865,113.5343711
764381209,Watagans Takeaway,NSW,,-33.0763624,151.4541939
11258789263,Unnamed cafe 11258789263,NSW,,-34.6729201,150.8547709
7005546948,Bracegirdle's,SA,,-35.0214388,138.6167519
11955849576,Unnamed cafe 11955849576,NSW,,-33.7919416,151.0814186
12793511901,Humble Merchant at Orana,VIC,,-38.1221737,145.3701486
13282998097,The Hospital Cafe,QLD,,-25.5226647,152.6888684
7792893018,Makeshift,ACT,,-35.2848602,149.122957
7012131885,Cafe Mattaniah - Flowers,NSW,,-33.8645258,151.0439715
6397424325,MeetFresh,NSW,,-33.7917922,151.079949
2059153062,Mecca Sydney CBD Café,NSW,,-33.8688365,151.2057
5536843521,Hooks at the Yarra,VIC,,-37.8240816,144.947699
11147925128,Da Cafe Time,QLD,,-26.6217401,153.042231
5872592996,Coffee Guru,QLD,,-27.4036829,153.0314751
1299221045,Cannoli & Co,VIC,,-37.8656764,145.0502892
11715426169,Charles Street Kitchen,NSW,,-33.823008,151.1091583
9398288053,The Weekend Local,VIC,,-36.7500409,145.5703066
6009431093,Dodger's Supa Sundaes,NSW,,-33.9162929,151.2404675
10224805166,Mossy Boatshed Cafe,NSW,,-35.8387236,150.1831865
2484520825,"""Tiki Bar, Cafe 153""",VIC,,-38.755101,143.6689371
8519134691,Bowl Me Over,VIC,,-37.8960853,144.9948771
9255041816,Brigaloiw General Store,QLD,,-26.8432992,150.789087
7601132958,Aunty Paul's,QLD,,-27.4925687,152.9791874
3545474010,Beach Club Cafe,QLD,,-28.0068384,153.4307973
11353415469,Unnamed cafe 11353415469,QLD,,-26.8334666,153.1071679
12957269301,BENCH COFFEE CO. St Kilda Rd,VIC,,-37.8489056,144.9793697
1823702889,The Urban Bean,WA,,-33.952954,115.073609
2705127051,Unnamed cafe 2705127051,QLD,,-23.3419068,150.543607
4918726341,Tsuke Ba,WA,,-31.9369587,115.8407787
10848111302,Wok and Roll,TAS,,-42.7814356,147.5636595
9175923106,Frohlies Grill,QLD,,-26.8399716,151.9805877
2607702205,Candelo General Store and Cafe,NSW,,-36.7669959,149.6952895
10180299677,Urban Eatery & Cafe,QLD,,-28.0286367,153.4309146
11523827150,Crave Nutrition,NSW,,-33.750111,151.2240042
13236496991,The Coffee Club,WA,,-31.7593755,115.7730082
3309520046,Deep Blue Cafe,SA,,-35.1976607,138.4710917
7676431199,Gipsy Boy,WA,,-31.7341102,115.7713046
2144924793,Café Vue,VIC,,-37.835803,144.975821
1784561016,Napoli,TAS,,-41.0500152,145.9067524
11760950786,San Churro,WA,,-32.0199781,115.9383038
6728743935,Legal Grounds Cafe,NSW,,-33.8684879,151.2119903
11158105570,LandCruiser Cafe,QLD,,-19.2779321,146.759755
9728609951,Crowded House,VIC,,-37.858918,144.8993079
1323414188,Springbrook Cafe and Bar,QLD,,-28.1917512,153.2668411
11145327514,Machi machi,NSW,,-33.8236361,151.1951969
9110791855,Di Pietro's,VIC,,-37.6724444,145.1512818
5313024024,Four Leaves Cafe,VIC,,-37.746125,145.0766203
7729782600,The Saffron Kitchen & Cafe,NSW,,-32.7965991,149.9709692
1292397875,Octane Espresso Bar,VIC,,-37.8132592,144.9582051
12629167415,Wild Bean Cafe,NSW,,-33.3813208,148.0100401
12803575301,Da Bang,NSW,,-33.8840446,151.210649
12092692669,La Playa,QLD,,-28.0023547,153.4308075
12720839809,Unnamed cafe 12720839809,VIC,,-34.2745563,141.6038616
10090068341,Unnamed cafe 10090068341,NSW,,-33.7578455,150.7121264
8714001112,The Usual,ACT,,-35.1869772,149.1350679
12504324131,Wild Bean Cafe,QLD,,-27.6846709,153.1898243
11002837348,Hermiz & Co,VIC,,-37.7692152,144.9719832
3919475472,Criterion Street Cafe,TAS,,-42.8815991,147.3261694
11124085767,Espresso Edge Coffee Cafe,NSW,,-28.621167,153.0036008
13755164401,BÁNH MÌ BAY CAFE,NSW,,-33.7642315,151.2716898
9488498817,John Montagu,NSW,,-33.872524,151.2183023
10983598305,CJ's Bagel Co.,WA,,-31.9329147,115.961439
318857112,Mee Sushi,ACT,,-35.3205964,149.1334176
9761440315,Brighton Food & Wine,SA,,-35.0174165,138.5147945
2896460891,Unnamed cafe 2896460891,NSW,,-33.8608542,151.188162
9653172656,Cafe - High School,QLD,,-27.2347837,153.0328783
8462671791,The Other Side,WA,,-31.9835164,115.7700852
2334179443,Sam's Cafe and Bakery,NSW,,-33.2650159,151.4651288
10779102793,Kaffee Plot,VIC,,-37.3698236,144.6591823
8685936423,Mi Casa Cafe,QLD,,-27.4818675,153.0234643
2932745264,Langtree Cafe,VIC,,-34.1844033,142.1615429
11036786336,Stellarossa,QLD,,-27.6129046,152.7590759
9893342073,Mecca,NSW,,-33.9063766,151.1997996
12771587986,Carmels Kitchen,NSW,,-31.7010887,147.8368197
6180386397,The Theatre Society Cafe,VIC,,-37.7993549,144.8947309
13111287071,Miss Sina,NSW,,-33.907611,151.1589805
7926382106,Doppio,NSW,,-33.4242938,149.5821619
1798158419,Ciccio's Café,NSW,,-33.7218781,151.0852414
2166361109,Cafe On Single,NSW,,-31.3483369,150.6473821
2049316896,Noodle Sushi Bar,VIC,,-37.7050524,144.8584193
7579946650,3 Dots Cafe & Mini Mart,NSW,,-33.869635,151.1906894
9063809717,Gong Cha,SA,,-34.9223039,138.6035853
12486011767,Merlo Coffee,QLD,,-27.4662122,153.0258941
11092600816,Veggie Nook,NSW,,-34.4765694,150.4195185
2332697004,Son of Tuccii,VIC,,-37.8769483,145.1273583
5189476251,The Coffee Club,QLD,,-27.4032474,153.1103246
8105828955,Sevens Cafe,NSW,,-33.8688171,151.2066946
11050300446,Anotherplace,NSW,,-33.8729371,151.2224659
6829037552,The Re-Up,VIC,,-37.7705806,144.9259001
1679250764,Three Anchors Kiosk,WA,,-35.0256267,117.9162469
11036241531,Gallow,QLD,,-17.2973865,145.5399648
6065623709,Toshlina’s Coffee & Food,VIC,,-37.8991643,145.0941194
13429939724,Openface Drink Coffee,NSW,,-35.7064249,150.1781833
5999588250,CoCo Fresh Tea & Juice,VIC,,-37.8000277,144.9008245
8265625039,The Victory,QLD,,-26.954171,152.7773664
11635792035,Old Mate’s,NSW,,-33.8891223,151.2328098
7659661885,Cardigan Village Coffee Van,VIC,,-37.5114389,143.7058834
9585475448,Magnolia on Orchard,VIC,,-37.6157662,145.1259533
13160827389,Tullibigeal Co-Op,NSW,,-33.4211246,146.7280821
4811526719,Oliver Brown,NSW,,-33.9228859,151.1855423
12141163860,The Millie Cafe,WA,,-17.9277029,122.2137391
5999385850,Detour Cafe,VIC,,-37.7793293,144.8287178
9838615882,Fry'd,WA,,-32.0544873,115.7489299
3191000564,State Library Cafe,SA,,-34.9204594,138.6024416
12289383644,Audley Dance Hall Kiosk,NSW,,-34.0754334,151.0561736
6907320663,Engo Grill,NSW,,-33.8902785,151.1933736
10946100907,Cafe Kantina,NSW,,-33.99026,150.8576662
4501569392,Warehouse No. 5,QLD,,-28.0923471,153.4432399
6571909063,Coffee Galleria,QLD,,-27.9759363,153.4106785
2147397010,The Joy Parade,VIC,,-37.820848,145.1420223
12439985768,Cafe Sana,NSW,,-33.7131158,150.3316531
3408474665,Unnamed cafe 3408474665,VIC,,-36.1361793,146.8855169
5437199555,Acropol,VIC,,-37.7175464,144.9820679
3628350504,Royal Coffee House,QLD,,-24.8656046,152.3488878
5235813621,Coffee Cat,WA,,-33.8529399,121.9008864
6698567700,de Nero's,NSW,,-33.9230524,151.2267109
2886422808,The Counter,NSW,,-33.8955818,151.1540171
13505733063,Tarana Cafe,NSW,,-33.5251378,149.9075838
5319401943,Magnolia Lane,QLD,,-28.0866576,153.4498067
1880344009,Culture Brew,NSW,,-33.9750741,151.1457701
12319813368,Yeronga Bakery Cafe,QLD,,-27.5166178,153.0171213
7152806285,Moments & Memories Tea Room,VIC,,-36.3588513,146.6865949
9802831994,Holy Goat Coffee,NSW,,-31.4417707,152.9089201
11296402095,Hahi's Diary,TAS,,-42.8826892,147.323575
2118839786,Cafe Bar,VIC,,-38.0094225,145.0880273
11222243584,Gather and Grazw,QLD,,-27.3832091,152.9828853
6832254456,Oliver's Real Food - Wallan (Southbound),VIC,,-37.4037637,145.017144
997417415,Aruba,VIC,,-37.812609,144.969352
3125388139,Thai Smile,TAS,,-41.0623827,145.8957394
11074355230,Will & Co on George,NSW,,-33.8663247,151.2073371
2367924709,A1 Lebanese Bakery,VIC,,-37.7620103,144.962841
612853620,The Beach Eatery,NSW,,-33.7735639,151.2924923
7655687552,Coffee Society,QLD,,-23.3797187,150.5142808
4835880843,Spices,SA,,-34.8790581,138.4917659
12701769443,Pyramid Hill Bakery Cafe,VIC,,-36.0545236,144.1151946
12461966071,Gloria Jean's,SA,,-35.189286,138.4790366
12100274086,Bocelli Espresso,WA,,-31.9514182,115.8581674
